t,x,y,ang
2.88,-0.023853211009174313,-0.07584097859327217,0.05167808448243
2.92,-0.023445463812436288,-0.07543323139653414,0.0688564893010446
2.96,-0.02303771661569827,-0.07482161060142713,0.11614162687999023
3.0,-0.0218144750254842,-0.07420998980632008,0.1624891092172034
3.04,-0.021406727828746176,-0.07359836901121306,0.15991312315821926
3.08,-0.020998980632008158,-0.07319062181447503,0.19739555984988075
3.12,-0.020998980632008158,-0.07237512742099898,0.19424099618140397
3.16,-0.020795107033639147,-0.07196738022426097,0.2099735128621634
3.2,-0.020795107033639147,-0.07135575942915393,0.20668321848424925
3.24,-0.02018348623853211,-0.0707441386340469,0.225601243836024
3.2800000000000002,-0.02018348623853211,-0.07033639143730887,0.24497866312686414
3.3200000000000003,-0.0199796126401631,-0.06952089704383282,0.24111767845146836
3.36,-0.0199796126401631,-0.06952089704383282,0.24896270579271707
3.4,-0.01957186544342508,-0.06931702344546381,0.27609701939543646
3.44,-0.01957186544342508,-0.06931702344546381,0.260602391747341
3.48,-0.01957186544342508,-0.06931702344546381,0.260602391747341
3.52,-0.01957186544342508,-0.06931702344546381,0.260602391747341
3.56,-0.01957186544342508,-0.06931702344546381,0.260602391747341
3.6,-0.01957186544342508,-0.0691131498470948,0.25651661264432357
3.64,-0.01957186544342508,-0.0691131498470948,0.25651661264432357
3.68,-0.01957186544342508,-0.0691131498470948,0.25651661264432357
3.72,-0.0199796126401631,-0.0691131498470948,0.24111767845146836
3.7600000000000002,-0.0199796126401631,-0.0691131498470948,0.24497866312686414
3.8000000000000003,-0.02018348623853211,-0.06931702344546381,0.22923193327699534
3.84,-0.020591233435270136,-0.06972477064220184,0.19739555984988075
3.88,-0.021202854230377165,-0.07013251783893985,0.17841049935104036
3.92,-0.02161060142711519,-0.0707441386340469,0.1464841783935612
3.96,-0.021406727828746176,-0.07115188583078491,0.1624891092172034
4.0,-0.0218144750254842,-0.07155963302752294,0.1304033078891334
4.04,-0.0218144750254842,-0.07196738022426097,0.1283232276857948
4.08,-0.0218144750254842,-0.072579001019368,0.1283232276857948
4.12,-0.022426095820591234,-0.07319062181447503,0.11065722117389565
4.16,-0.022426095820591234,-0.07380224260958207,0.11242713083019014
4.2,-0.02303771661569827,-0.07461773700305811,0.09804527729383924
4.24,-0.023649337410805302,-0.07522935779816513,0.06769302269396865
7.0,-0.023853211009174313,-0.07563710499490316,0.05167808448243
7.04,-0.02303771661569827,-0.07482161060142713,0.09966865249116202
