t,x,y,ang
1.48,-0.005912334352701326,-0.06646279306829765,-0.017239671194529696
1.52,-0.005504587155963303,-0.06564729867482162,-0.04834938665190287
1.56,-0.005504587155963303,-0.06503567787971458,0.0
1.6,-0.005504587155963303,-0.06462793068297656,0.01587168299179005
1.6400000000000001,-0.005504587155963303,-0.06401630988786952,-0.015623728620476831
1.68,-0.005504587155963303,-0.0636085626911315,-0.01587168299179005
1.76,-0.005300713557594291,-0.06279306829765545,0.01587168299179005
1.8,-0.005300713557594291,-0.06218144750254842,0.015623728620476831
1.84,-0.005300713557594291,-0.06197757390417941,0.015623728620476831
1.8800000000000001,-0.005300713557594291,-0.0617737003058104,0.01587168299179005
1.92,-0.005300713557594291,-0.06156982670744139,0.01587168299179005
1.96,-0.005300713557594291,-0.06116207951070336,0.0
2.0,-0.005300713557594291,-0.06075433231396534,0.01587168299179005
2.04,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
2.08,-0.005300713557594291,-0.05973496432212029,0.015623728620476831
2.12,-0.005300713557594291,-0.059123343527013254,0.01587168299179005
2.16,-0.0050968399592252805,-0.058511722731906225,0.015623728620476831
2.2,-0.00489296636085627,-0.05790010193679919,0.031239833430268277
2.24,-0.00489296636085627,-0.05749235474006117,0.03173537352845791
2.2800000000000002,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.32,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.36,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.4,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.44,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.48,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.52,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.56,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.6,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.64,-0.00489296636085627,-0.05708460754332314,0.03173537352845791
2.68,-0.005300713557594291,-0.05708460754332314,0.01587168299179005
2.72,-0.005300713557594291,-0.05749235474006117,0.01587168299179005
2.7600000000000002,-0.005300713557594291,-0.05790010193679919,0.01587168299179005
2.8000000000000003,-0.005300713557594291,-0.05871559633027523,0.016127633843636236
2.84,-0.005300713557594291,-0.059123343527013254,0.0
2.88,-0.005300713557594291,-0.05953109072375128,0.0
2.92,-0.005300713557594291,-0.06034658511722732,0.0
2.96,-0.005300713557594291,-0.06075433231396534,0.016127633843636236
3.0,-0.005300713557594291,-0.06116207951070336,0.01587168299179005
3.04,-0.005300713557594291,-0.06197757390417941,0.0
3.08,-0.005300713557594291,-0.06258919469928645,0.0
3.16,-0.005300713557594291,-0.06401630988786952,0.0
3.2,-0.005504587155963303,-0.06442405708460755,0.01587168299179005
3.24,-0.005504587155963303,-0.06503567787971458,0.01587168299179005
3.2800000000000002,-0.005708460754332315,-0.06625891946992865,-0.016665123713940747
5.64,-0.005708460754332315,-0.06625891946992865,-0.016665123713940747
5.68,-0.005504587155963303,-0.06544342507645261,0.0
5.72,-0.005504587155963303,-0.06462793068297656,0.01587168299179005
5.76,-0.005504587155963303,-0.06401630988786952,0.01587168299179005
5.8,-0.005504587155963303,-0.06340468909276249,0.01587168299179005
5.84,-0.005300713557594291,-0.06279306829765545,0.0
5.92,-0.005300713557594291,-0.06156982670744139,0.01587168299179005
5.96,-0.005300713557594291,-0.06116207951070336,0.01587168299179005
6.0,-0.005300713557594291,-0.06075433231396534,0.01587168299179005
6.04,-0.005300713557594291,-0.060550458715596334,0.016127633843636236
6.08,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.12,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.16,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.2,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.24,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.28,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.32,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.36,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.4,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.44,-0.005300713557594291,-0.06034658511722732,0.0
6.48,-0.005300713557594291,-0.06034658511722732,0.01587168299179005
6.5200000000000005,-0.005300713557594291,-0.06034658511722732,0.0
6.5600000000000005,-0.005300713557594291,-0.06075433231396534,0.0
6.6000000000000005,-0.005300713557594291,-0.06156982670744139,0.01587168299179005
6.640000000000001,-0.005300713557594291,-0.06218144750254842,0.01587168299179005
6.68,-0.005300713557594291,-0.06299694189602446,0.0
6.72,-0.005300713557594291,-0.0636085626911315,0.0
6.76,-0.005504587155963303,-0.06442405708460755,0.016127633843636236
6.8,-0.005504587155963303,-0.06503567787971458,0.016391974308005267
6.84,-0.005504587155963303,-0.06605504587155964,-0.016665123713940747
6.88,-0.005912334352701326,-0.06646279306829765,-0.034469100999508014
9.24,-0.005504587155963303,-0.06646279306829765,-0.033885329904117606
9.28,-0.005504587155963303,-0.06564729867482162,0.0
9.32,-0.005300713557594291,-0.06483180428134556,0.016127633843636236
9.36,-0.005300713557594291,-0.06422018348623854,0.016127633843636236
9.4,-0.005300713557594291,-0.06340468909276249,0.015623728620476831
9.44,-0.005300713557594291,-0.06279306829765545,0.01587168299179005
9.48,-0.005300713557594291,-0.06218144750254842,0.015623728620476831
